EventID,Event,Campus,Event Organizer,Description,Prize Pool,Event Date,Keywords,Topics
E117,Celebrity Styling Challenge,RR Campus,Meraki,"A styling challenge where participants showcase their fashion styling skills. The event encourages creativity, trend interpretation, and an understanding of personal style.",Styling Challenge Celebrity Stylist Recognition,2024-02-10 0:00:00,"['style', 'challenge',   'fashion', 'personal', 'interpretation', 'understanding', 'showcase', 'skills',  'trend', 'creativity', 'styling']","[(1, 0.9234618703618297)]"
E124,Karaoke Night: Vocal Vibes,RR Campus,Music Club of PES,"A karaoke night where participants can showcase their vocal talents. The event encourages participation, camaraderie, and the joy of singing along to favorite tunes.",Vocal Vibes Karaoke Night Fun Prizes,2024-02-10 0:00:00,"['karaoke',  'singing',  'tunes', 'musicians', 'music', 'talents', 'night', 'favorite', 'joy', 'showcase', 'vocal', 'camaraderie']","[(89, 0.9233675753458722)]"
E131,Qawwali Night: Sufi Soul,RR Campus,Ninaada,"A Qawwali night featuring soul-stirring Sufi music. Participants will experience the devotional and melodic elements of Qawwali, with a focus on expressing spiritual sentiments through music.",Sufi Soul Qawwali Night Commemorative Tokens,2024-02-10 0:00:00,"['sufi', 'Sufi', 'Qawwali', 'focus', 'qawwali', 'soul',  'expressing', 'dance', 'forum', 'music', 'elements', 'night', 'featuring', 'sentiments', 'spiritual', 'melodic', 'experience', 'devotional', 'stirring', 'indian']","[(17, 0.5174049445343522), (102, 0.43598423793783836)]"
E141,Mock Parliamentary Debate,RR Campus,PES DebSoc,"A practice session simulating a parliamentary debate scenario. Participants will engage in mock debates, refining their strategies and receiving feedback from experienced debaters.",Mock Debate Winner Certificates,2024-02-10 0:00:00,"['scenario', 'mock',  'debate', 'debaters', 'debating',  'strategies', 'simulating', 'refining', 'practice', 'feedback', 'receiving', 'session', 'experienced', 'debates', 'teach', 'parliamentary']","[(1, 0.9459731293892168)]"
E151,Investor Meet and Greet,RR Campus,PES Entrepreneurship Cell,"An event connecting students with potential investors. Participants can present their business ideas, receive feedback, and explore opportunities for funding and collaboration.",Investor Networking Opportunities,2024-02-10 0:00:00,"['opportunities', 'funding', 'present', 'entrepreneurship',  'explore', 'investors', 'ideas', 'feedback', 'potential', 'students', 'connecting', 'collaboration', 'business', 'receive', 'event']","[(0, 0.4951301901217548), (18, 0.447852060357451)]"
E161,Industry Collaboration Seminar,RR Campus,PES Innovation Lab,"A seminar exploring opportunities for industry collaboration in research and innovation. Representatives from industries will share insights, discuss potential partnerships, and guide students in bridging academia and industry.",Networking Opportunities,2024-02-10 0:00:00,"['representatives', 'share', 'collaboration', 'research', 'opportunities', 'exploring', 'academia', 'bridging', 'discuss', 'insights', 'industries', 'industry', 'seminar', 'potential', 'students', 'partnerships', 'innovation', 'guide', 'problems']","[(0, 0.3822308090077877), (1, 0.5756173943012335)]"
E171,MUN Crisis Simulation,RR Campus,PES MUN Society,"A crisis simulation exercise in the style of Model United Nations. Participants will navigate through simulated international crises, applying diplomatic strategies and crisis management skills.",Crisis Management Trophies,2024-02-10 0:00:00,"['law', 'model', 'international', 'research', 'skills', 'world',  'nations', 'navigate', 'strategies', 'management', 'Model United Nations', 'academic', 'policy', 'speaking', 'simulated', 'simulation', 'exercise', 'applying', 'crises', 'united', 'crisis', 'style', 'diplomatic', 'india', 'diplomacy']","[(2, 0.9651839410771617)]"
E181,Open Source Workshop: Licensing Essentials,RR Campus,PES Open Source,"A workshop focusing on open source licensing essentials. Participants will gain a comprehensive understanding of open source licenses, their implications, and how to choose the right license for a project.",Licensing Essentials Workshop Certificates,2024-02-10 0:00:00,"['Open Source Projects', 'projects', 'open', 'understanding', 'licensing', 'licenses',  'technical', 'right', 'project', 'gain', 'focusing', 'license', 'implications', 'workshop', 'knowledge', 'source', 'choose', 'essentials', 'comprehensive']","[(1, 0.4465299460098168), (98, 0.5118158686394726)]"
E196,Photography Scavenger Hunt,RR Campus,Pixelloid,"A scavenger hunt where participants use photography to capture items on a list. The event combines creativity, photography skills, and teamwork in a fun and engaging challenge.",Scavenger Hunt Photo Awards,2024-02-10 0:00:00,"['challenge', 'photography', 'engaging', 'skills', 'teamwork', 'combines', 'hunt',  'use', 'capture', 'list', 'photo', 'promos', 'movies', 'creativity', 'scavenger', 'fun', 'items', 'event']","[(0, 0.5556326844272285), (34, 0.39650703478761923)]"
E206,Quantum Machine Learning Workshop,RR Campus,QForest,A workshop focusing on the intersection of quantum computing and machine learning. Participants will explore quantum machine learning algorithms and their applications in various domains.,Quantum ML Toolkits,2024-02-10 0:00:00,"['machine', 'intersection', 'focusing',  'explore', 'computing', 'techcomputing', 'quantum', 'workshop', 'projects', 'learning', 'applications', 'various', 'algorithms', 'domains', 'Quantum Computing']","[(0, 0.3995335249758955), (6, 0.5471313701110054)]"
E250,Leadership Forum,RR Campus,TEDxPESU,"Participate in our Leadership Forum, where accomplished leaders share their journeys, challenges, and strategies for effective leadership. Gain valuable insights to enhance your leadership skills.",Leadership Excellence Certificates,2024-02-10 0:00:00,"['share', 'leaders', 'challenges', 'Leadership Forum', 'skills', 'accomplished', 'valuable', 'leadership', 'effective', 'participate', 'strategies', 'academic', 'gain', 'awareness', 'forum', 'enhance', 'knowledge', 'insights', 'journeys', 'social']","[(1, 0.29436139312960796), (3, 0.6648671488009679)]"
E260,Algothon: Algorithm Hackathon,RR Campus,The Alcoding CLub,An algorithm-focused hackathon where participants work on solving complex problems using algorithms and data structures. The event encourages creativity and innovation in algorithm design.,Algothon Innovation Awards,2024-02-10 0:00:00,"['focused', 'using', 'complex',  'structures', 'design', 'hackathon', 'technical', 'solving', 'data',  'work', 'learning', 'creativity', 'algorithm', 'coding',  'innovation', 'algorithms', 'problems']","[(0, 0.678193112940313), (7, 0.2722480694900538)]"
E277,Literary Open Mic Night,RR Campus,The Grimm Readers,"An open mic night celebrating literature through spoken word performances. Participants can share their favorite literary pieces, read excerpts from books, or even perform original literary works.",Open Mic Night Literary Appreciation,2024-02-10 0:00:00,"['audience', 'write', 'share', 'join', 'literature', 'talent', 'perform', 'work', 'poets', 'open', 'night', 'literary', 'creations', 'storytellers', 'mic', 'supportive', 'writers']","[(52, 0.9449357211341788)]"
E287,Comedy Sketch Showdown,RR Campus,The Nautanki Team,A showdown featuring comedic sketches performed by the team. Participants will engage in a friendly competition to deliver the most humorous and entertaining sketches.,Sketch Showdown Humor Certificates,2024-02-10 0:00:00,"['stage', 'friendly', 'competition', 'comedic',  'humorous', 'acts',  'theatre', 'performing', 'team', 'featuring', 'dramatics', 'deliver', 'comedy', 'showdown', 'plays', 'mime', 'entertaining', 'performed', 'sketches']","[(113, 0.9501648958352812)]"
E230,Quadcopter Building Challenge,RR Campus,Team Aeolus,Get ready for the Quadcopter Building Challenge! Teams will compete to build the most efficient and stable quadcopter. Bring your engineering skills to the table and compete for the title.,Winner's Trophy and Certificates,2024-02-11 0:00:00,"['the Quadcopter Building Challenge', 'compete', 'stable', 'challenge', 'ready', 'aeromodelling', 'build', 'title', 'building', 'quadcopter', 'bring', 'aerial', 'efficient', 'skills', 'teams', 'robotics', 'engineering', 'table']","[(2, 0.9556886196645776)]"
E294,Film Analysis and Critique Session,RR Campus,Through The Lens,Enhance your film appreciation skills in our Film Analysis and Critique Session. Analyze and discuss various aspects of short films to deepen your understanding of filmmaking techniques.,Appreciation Certificates,2024-02-12 0:00:00,"['understanding', 'skills', 'aspects', 'enthusiasts', 'critique', 'analyze', 'Film Analysis', 'films', 'short', 'enhance', 'analysis', 'film', 'techniques', 'Critique Session', 'deepen', 'make', 'various', 'discuss', 'appreciation', 'watch', 'session', 'filmmaking', 'group']","[(38, 0.9618282970618457)]"
E41,Typography and Lettering Workshop,RR Campus,DSGNR,A workshop focused on typography and lettering techniques. Members will have the opportunity to refine their skills in creating visually appealing and impactful text designs.,Typography Kits,2024-02-14 0:00:00,"['typography', 'designs', 'art', 'impactful', 'focused', 'skills', 'refine', 'text', 'design', 'workshops', 'lettering', 'talent',  'artistic', 'workshop', 'techniques', 'creative', 'creating', 'visually',  'appealing']","[(1, 0.9540771438089021)]"
E188,Competition: Best Short Film,RR Campus,PESU ACTIONCUT,"A competition where participants submit their best short films for a chance to win the title of 'Best Short Film.' Entries will be judged based on creativity, storytelling, and technical excellence.",Best Short Film Competition Awards,2024-02-14 0:00:00,"[""'Best Short Film"", 'title', 'competition',  'talents', 'excellence', 'storytelling', 'win', 'Entries', 'technical', 'best', 'based', 'judged', 'films', 'short', 'film', 'submit', 'creativity', 'entries', 'shorts', 'chance']","[(0, 0.9598007359833146)]"
E216,Samarpana Quiz: Testing General Knowledge,RR Campus,Quotient Quiz Club,An inclusive quiz event designed to test participants' general knowledge across various domains. Samarpana Quiz encourages a diverse range of participants to showcase their knowledge and skills.,Samarpana Quiz Recognition,2024-02-14 0:00:00,"['ieee', 'quizzing', 'conquiztador', 'samarpana', 'test', 'skills',   'inclusive', 'quiz', 'knowledge', 'various', 'diverse', 'designed', 'range', 'Samarpana Quiz', 'general', 'showcase',  'domains']","[(1, 0.95166014013649)]"
E6,Women in Tech Hackathon,RR Campus,ACM-W,"An inclusive hackathon promoting collaboration and creativity. Teams will work on tech projects, showcasing their skills and innovative solutions to real-world problems.",Tech Gadgets,2024-02-15 0:00:00,"['real', 'projects', 'collaboration', 'research', 'skills', 'world', 'innovative', 'showcasing', 'discussions', 'hackathon', 'teams', 'promoting', 'work', 'inclusive', 'technology', 'creativity', 'seminars', 'women', 'solutions', 'coding', 'technology', 'problems']","[(0, 0.959800763099266)]"
E315,Literary Quiz Challenge,RR Campus,Write Angle,"Test your literary knowledge! Engage in our Literary Quiz Challenge, covering a diverse range of literature, authors, and literary genres.",Quiz Champion Certificates,2024-02-15 0:00:00,"[ 'covering', 'challenge', 'literature', 'write', 'talent', 'quiz', 'knowledge', 'literary', 'test', 'Literary Quiz Challenge', 'genres', 'authors', 'writers', 'diverse', 'range']","[(1, 0.9489746159425789)]"
E237,Fusion Dance Night,RR Campus,Team Encore,"Experience a night of Fusion Dance, blending various dance styles into a mesmerizing performance. Join us for a cultural extravaganza featuring the diversity of dance forms.",Cultural Appreciation Certificates,2024-02-18 0:00:00,"['performance', 'Fusion Dance', 'diversity', 'blending', 'extravaganza', 'afro', 'forms', 'fusion', 'street', 'western', 'dance', 'cultural', 'a night', 'join', 'night', 'featuring', 'styles', 'various', 'mesmerizing', 'experience']","[(124, 0.9566290175634308)]"
E267,Sustainable Living Seminar,RR Campus,The Changemakers' Society,Discover the principles of sustainable living at our seminar. Explore ways to reduce your ecological footprint and create a positive impact on the planet through sustainable practices.,Sustainability Achievement Certificates,2024-02-18 0:00:00,"[ 'sustainable', 'impact', 'principles', 'living', 'planet', 'explore', 'seminar', 'ecological', 'ways', 'reduce', 'create', 'social', 'greener', 'discover', 'footprint', 'practices', 'environmental']","[(1, 0.9489746075492127)]"
E301,Beat Battle: Dance Competition,RR Campus,Trance,"Get ready for a rhythmic showdown! Join our Beat Battle Dance Competition, where dancers compete to showcase their creativity, rhythm, and dance skills. Who will be the ultimate beat master?",Trophy and Recognition,2024-02-18 0:00:00,"['compete', 'join', 'ready', 'ultimate', 'battle', 'showdown', 'talent', 'master', 'beat', 'dancers', 'dance', 'showcase', 'skills', 'competition', 'creativity', 'rhythm', 'rhythmic']","[(14, 0.9454701354951409)]"
E224,Charity Run for a Cause,RR Campus,Rotaract Club of PES University,"Participate in a charity run to support a cause close to our hearts. Whether it's for education, healthcare, or community development, your participation will contribute to making a difference.",Certificates of Charity Run,2024-02-19 0:00:00,"['development', 'cause', 'difference', 'run', 'service', 'participate', 'close', 'making', 'support', 'contribute', 'social', 'education', 'Social Service', 'hearts', 'healthcare', 'community', 'charity', ]","[(0, 0.15450411924245622), (1, 0.8011255684512498)]"
E308,Racing Simulation Challenge,RR Campus,Vega Racing Electric - EV Connect,"Feel the thrill of electric racing! Compete in our Racing Simulation Challenge, where participants get to experience the speed and precision of electric vehicle racing through advanced simulation setups.",Simulation Enthusiast Certificates,2024-02-20 0:00:00,"['Racing Simulation Challenge', 'precision', 'compete', 'speed', 'feel', 'simulation',  'experience', 'challenge', 'vehicles', 'racing', 'setups', 'electric', 'advanced', 'vehicle', 'Electric Vehicles', 'thrill']","[(13, 0.08520026459240634), (33, 0.47911423304346457), (100, 0.38719967934733773)]"
